,age,income,member,spend
73,76.02158897344088,57016.70729544481,1,5070
74,78.97242702015981,35157.90110357152,0,3316
75,42.78770491792061,57018.342167404524,0,4176
76,41.58078137870953,42632.973867674504,0,3689
77,27.16413795523089,38646.316889066475,0,3596
78,60.465935198380684,58034.266125482274,0,4258
79,58.7192414233319,69471.38352975805,1,5634
80,71.44788094277484,52818.15209201809,1,5128
81,24.02999567683372,56163.46714779428,0,4096
82,48.862168285171194,66901.08978316325,0,4416
83,54.02707963966791,32403.168053082318,0,3337
84,32.97653648247494,49059.712949342094,0,4001
85,28.479575180008,34643.76172701764,0,3388
86,71.29401185801653,45179.36019613667,1,4721
87,21.629165178604644,47186.027830888575,0,3745
88,47.178496042920514,69129.41368938707,1,5602
89,25.181708080654886,51789.698894967725,0,3939
90,46.337643202544776,52698.38914655061,1,5133
91,78.75766423322318,45243.717012704336,1,4606
92,44.269793914239315,49417.55721194324,1,4839
93,71.14174488528317,56104.02674855071,1,5148
94,25.27356497935802,48462.34845678694,0,3890
95,34.817628759235575,46928.423199696415,1,4855
96,43.03514992137474,50031.42025340087,0,4036
97,42.788352680578505,38174.761472616825,0,3611
98,59.62577567754949,31553.77726309528,0,3325
99,39.372523897281475,36830.08409928863,0,3452
100,62.253545841421015,51479.34010647562,1,5001
101,57.629587751974334,43460.30916217626,1,4779
102,42.74799100579593,46339.15408981544,0,3875
103,44.76912791456779,44227.414995792795,0,3789
104,56.100717388239886,44149.29822114666,1,4755
105,22.34261578896797,47075.83200074694,0,3818
106,68.9892177780528,31514.6966481872,0,3325
107,58.512111989045486,48510.66181881288,1,4868
108,63.03323279390578,42487.27775030347,0,3662
109,51.28922606710821,42846.99010332534,1,4839
110,24.849580881488173,60778.41574649798,0,4233
111,43.1122080244109,56231.73727940357,1,5175
112,43.13316213661048,33031.621095307404,1,4441
113,37.90466538267945,41483.00987143692,0,3691
114,19.85692014409446,40774.74565788356,0,3556
115,63.70976304098159,59233.24096620068,1,5350
116,24.806636399875043,46049.95569455644,0,3715
117,55.591104248795276,57099.35396583533,0,4187
118,61.59948478096738,49570.65817752226,1,4894
119,57.35675202188907,43503.60415618669,0,3796
120,77.46681962263445,46814.62487022549,1,4740
121,24.404485615278595,31279.091331966632,0,3293
122,71.76436386452235,50721.271357014404,0,3792
123,19.80979456063262,52912.057435527975,0,3833
124,51.16484500547921,47216.51698120862,1,4894
125,43.063104312234046,56049.54975868525,1,5230
126,50.49939934441301,56706.0927102159,0,4264
127,40.636192377720604,57283.97657720675,0,4212
128,29.81514872628422,63359.28989849724,1,5289
129,19.185619641818768,41272.49625679923,0,3660
130,50.125288455052804,48179.520602865836,0,3995
131,70.25216548646023,47233.51139590901,0,3802
132,41.13938925617724,55385.486886927305,0,4213
133,31.817556716928774,37578.089915904995,0,3476
134,22.99298421525433,43510.66297605327,0,3642
135,23.28927723335961,41058.30373760526,0,3677
136,31.726579670151878,51014.67932937134,0,4024
137,24.20087177713642,49479.00645804339,0,3854
138,34.432461298597886,43893.95862020692,0,3699
139,22.101266651251194,20202.543745403138,0,2829
140,22.06750176701539,43107.62541805916,0,3689
141,71.08912313661247,27930.813177848122,0,3200
142,28.051456163947663,45672.10400605592,0,3828
143,52.700309161053774,43225.201786218546,0,3678
144,65.95424375583988,51662.54818490402,0,4060
145,46.29739305102213,48625.55581184811,1,4937
146,27.508870427279433,42233.711334708045,0,3779
147,30.37496081144709,54023.79680754661,0,4027
148,44.84502078943321,31615.38547800965,0,3237
149,50.75051352906922,42662.230582325436,1,4626
150,39.665298107009164,29895.199930804345,0,3337
151,66.451735214549,41310.77503208062,0,3706
152,64.5633422290967,49504.73471040896,1,4922
153,75.48713205713331,36557.67129549816,0,3562
154,19.795058039671552,50602.33877673186,0,3904
155,73.53286005503261,32311.654036628708,1,4278
156,42.33926488465336,41596.954998211004,0,3754
157,72.45909471355964,39884.69731072558,0,3504
158,60.82865612170483,69035.30398438427,1,5569
159,79.21562293858602,37156.022523326144,0,3391
160,65.07551200643343,45101.107563258636,0,3792
161,40.60176681180077,57581.72180221033,0,4155
162,49.06591671575463,61472.157735754285,1,5328
163,41.33612762204977,36311.45035487993,1,4519
164,40.62453383331676,56080.80864214068,0,4189
165,34.176078961625706,44699.051900771956,1,4889
166,48.75015831315511,43905.45119852923,1,4741
167,60.2678765943004,60624.12460278458,0,4351
168,35.1950968209251,49598.501818836725,0,3967
169,50.51154828678764,47235.78932173842,0,3862
170,25.277578238574545,65775.59348198568,1,5366
171,27.91040778495986,52636.82039609783,0,4006
172,20.901993992155703,62670.411722211116,0,4289
173,78.18534945177925,61847.48103454312,1,5253
174,18.23934179363619,56004.80811840398,0,4051
175,29.07195801957469,56627.60578347849,0,4021
176,55.997738693253524,40368.786058720536,0,3637
177,23.04491512890493,49348.16430708041,0,3821
178,72.6775831920036,53965.36887328299,1,5134
179,62.616449786221864,62247.29780543943,1,5314
180,77.91617822914938,34033.38255426129,0,3439
181,49.473403928927425,40838.47918295843,0,3650
182,36.6250283558262,70568.93853538256,1,5554
183,52.06903551330683,51804.19714174236,0,3968
184,75.71076047247433,49332.907510187986,0,3851
185,50.287209108995356,49716.46020213243,0,4055
186,34.56683597546376,54848.04751090061,1,5082
187,72.39872492879542,58173.01241112236,1,5056
188,41.0589624077726,58953.05757964891,1,5175
189,18.085767699937946,42374.83733201343,0,3610
190,33.35647139452359,64375.943582744054,0,4528
191,37.73047756897787,61974.360121447804,0,4426
192,71.24420303037793,43351.21664593037,0,3677
193,46.42719635811959,54911.33143993156,1,5186
194,45.56441184430065,54361.78725997206,0,4272
195,38.83834051679302,74836.25478023692,1,5725
196,72.60204362891893,62508.7499461025,1,5323
197,76.59166017030427,41347.75277726573,0,3591
198,79.49720040758703,38476.17122246664,0,3430
199,41.35795855158118,24682.353273890905,0,3130
200,77.90114162888463,56768.011320796264,1,5064
201,67.09653331711588,41764.50566450993,1,4611
202,59.89272715394454,49983.451392271905,0,4004
203,33.183147724046165,47073.419663167544,0,3919
204,31.420350178541007,32866.64351721037,0,3362
205,28.29496512031723,52775.12868944208,0,3977
206,75.21090983397265,45315.879277067885,0,3743
207,36.2327530677563,39787.62607881278,1,4656
208,46.09184321783046,53111.07769757754,0,4132
209,48.625385707207855,44456.286004404865,0,3881
210,66.24663891791576,44722.949207773134,0,3842
211,70.3425676162875,50934.34022987231,1,4859
212,26.622507471213993,50553.63790301868,0,4026
213,44.46807033308657,51839.60077348688,0,4003
214,70.25700304579834,60744.3556871896,1,5245
215,68.71806495686198,41911.09732055292,0,3619
216,24.349653024049818,50177.089588919196,0,3896
217,27.69576762981371,39446.245760194506,0,3591
218,36.86031887916329,50537.25528636843,0,4050
219,22.6722622831671,58920.04733061971,0,4120
220,44.32910617611676,48563.16991740538,1,5001
221,24.672297719274077,55428.86483852603,0,3928
222,53.22949080753039,76151.80689057667,1,5794
223,33.28653026829168,59089.22105002235,1,5198
224,54.97885005167661,43298.925565356454,0,3760
225,25.286589860025536,51462.98983623367,0,3928
226,78.50479984194907,45822.49912681954,0,3810
227,75.8187946391551,46928.25438906656,0,3754
228,42.29141019100928,52703.18174737141,0,4127
229,33.0150728358173,50061.45462238865,0,3995
230,33.524689196921514,49585.87487734354,0,3901
231,47.970399182548306,62520.47839363036,1,5551
232,20.479553717844453,44146.62766361662,0,3702
233,57.661716576657874,50183.67440267329,0,3972
234,43.31478031706418,46117.483268196236,0,3814
235,41.39920750051101,61016.137042779745,0,4342
236,68.18062823233029,68874.22351140964,1,5545
237,61.96019853136398,43499.63415181711,0,3772
238,77.16869655434691,64510.559459324344,1,5315
239,39.82004691073283,52006.21763598756,0,3988
240,73.64765140826314,51075.251535267395,0,3899
241,65.73796554750551,54110.045260732906,1,4971
242,40.16032839887221,52201.27019169481,0,4019
243,56.54325706010198,40441.56637293968,0,3706
244,35.891337374405126,49270.892466799756,0,3956
245,72.21279485864022,47799.446115808205,0,3841
246,24.970493667163296,48044.1202255282,0,3791
247,31.170930400230546,46111.67188448594,0,3855
248,29.34806410895511,48507.73364856486,0,3931
249,42.987612149065896,52064.90846495326,1,4984
250,64.204443521992,45092.785839677264,0,3805
251,50.66826184123518,63380.52431847842,1,5549
252,48.235932059368864,60333.48728837608,1,5348
253,18.033849823613732,46075.56525986097,0,3839
254,44.37490697201339,52761.88254891164,0,4039
255,21.940334039841822,49499.9859845843,0,3932
256,30.911701631531997,52783.436771415756,1,5001
257,75.80842421555064,47791.15474962971,0,3860
258,31.35468866928077,54076.09134992688,0,4064
259,71.21693359532428,33131.61713814358,0,3428
260,67.77938903680271,38677.005045551065,0,3529
261,27.86706669041906,45508.01228370603,0,3777
262,55.554141350757284,33714.40182801087,0,3416
263,25.171036058110825,49252.486203284454,0,3972
264,63.12906581890971,40099.8279726565,1,4758
265,57.52266119707681,44978.89621592108,0,3899
266,68.3401908248432,49830.996429323786,0,3958
267,47.72184206212966,56617.447884813526,0,4178
268,74.72151144566973,55219.373174252774,1,5017
269,21.05963470088326,50710.919829148246,0,3994
270,36.159091031674905,48966.68164021849,0,3891
271,62.333261042840356,48758.168057642484,0,3925
272,43.922771128376056,55050.72310904493,0,4160
273,28.722983964811696,67465.32397060408,0,4516
274,24.647066216569854,40615.24457904404,0,3659
275,68.67502491062052,47949.8179354216,0,3826
276,47.33486466486994,35591.53348689609,0,3372
277,72.70158765898466,70659.95793064535,1,5682
278,63.46392632763701,37823.541046648505,0,3527
279,43.4030247491061,60436.911402385645,0,4254
280,41.15768287765239,33632.00081166609,0,3371
281,49.96957749237761,41688.27195667969,0,3702
282,73.12171709776317,50383.93100494256,0,3931
283,63.71127194227841,35672.26888503418,0,3472
284,18.31948378467944,66502.21359060766,0,4385
285,61.03778678488578,49042.93288854366,1,4966
286,75.00945922816088,72228.68726312861,1,5734
287,62.04825708927848,53076.8254984585,0,4034
288,28.974358457184746,32756.77777699911,0,3291
289,47.97812390050244,33048.010609350225,0,3382
290,26.699593111252003,52783.02674000041,0,3978
291,40.25770725705719,59383.012110074604,0,4302
292,76.1012566003121,41258.97050590049,1,4670
293,75.24492906863992,38537.91843495249,0,3485
294,35.53588483491714,43542.30833143756,0,3689
295,39.05712473830435,41791.268910384584,0,3677
296,55.213197824140224,61436.2926317674,1,5423
297,77.71823230614356,64125.79417972668,1,5354
298,27.163682712054204,52804.19579907137,0,4018
299,33.928831908573486,33177.49816639059,0,3358
300,72.16052329202783,45757.639862655924,1,4881
301,48.49731836591736,56605.323551744485,1,5127
302,73.73558771807596,49668.61380145995,0,3932
303,29.502109646436928,49615.625048844144,0,3850
304,51.025452423224365,41883.43267689814,0,3647
305,38.22871722426109,51741.83114166649,1,5017
306,37.625638713333515,64778.37320751863,0,4425
307,45.70637176466435,47807.11460350315,0,3930
308,44.85080184427864,44385.488012075664,0,3822
309,40.15550654003317,41174.74923212864,0,3796
310,74.72818775956836,37657.48801464611,1,4536
311,63.368139496839355,61353.919174549184,0,4199
312,63.10791346255484,58536.889820955934,1,5202
313,35.97463387470124,56619.52163537761,0,4290
314,53.8179843076441,51940.42779680657,0,4052
315,66.30912486471371,62519.85326580336,1,5324
316,67.3266028496792,64540.353817634765,1,5201
317,39.36088856676736,35123.088519696896,0,3560
318,65.79411090725617,44713.72261395677,0,3814
319,63.62542160207944,44386.37999426898,0,3692
320,26.773402108557818,54594.193482302966,0,4050
321,71.68861905112159,54614.85046711534,0,4081
322,45.36193115118547,41584.44202858821,0,3753
323,48.15744783109726,25952.434927302522,0,3163
324,45.79888909167583,35055.44860793863,1,4496
325,53.20645209160546,27952.714582471384,1,4228
326,56.512493336757395,42895.300637313136,1,4764
327,48.887133077302494,43134.95866320557,1,4786
328,71.74088968206394,54871.85570011748,0,4096
329,56.91955488410763,59703.32700474902,0,4257
330,42.888532856942234,50191.65080402651,0,3984
331,43.83488892834008,50305.57434206652,0,4055
332,68.271994137995,71260.3917069989,1,5632
333,39.587900450284245,53825.403799456915,0,3986
334,31.11019733850964,51017.76336134937,0,3982
335,21.681757656358933,62437.69651315214,0,4231
336,72.3136645710756,50841.87593285928,0,3984
337,74.9498799738017,50260.24638214666,1,4880
338,25.44745129413551,46036.93820306192,0,3792
339,38.73737197275912,52071.16135487402,0,4109
340,28.87306830994512,45117.40060355784,0,3850
341,25.185705067204545,48831.45572094664,0,3875
342,73.79173806600187,40713.382749210614,0,3542
343,21.526390067012038,61061.26050713131,0,4279
344,78.79011113507842,47545.818188766425,1,4807
345,23.97995336323782,49364.55397935774,0,3951
346,71.53518025000231,36709.342605566344,0,3513
347,53.12337863332809,47371.95401718145,0,3858
348,40.81088424470815,64840.42380224584,1,5416
349,39.22522735075979,55852.843122861894,1,5092
350,64.95657688073794,43207.55612941872,1,4732
351,37.50354429026581,45917.13721877592,0,3794
352,58.75377283026279,46574.69348874057,1,4744
353,50.074217177996964,44689.401784287154,1,4789
354,48.06786999980037,47474.20483626244,0,3991
355,73.87205458024802,62393.78570044674,1,5378
356,52.387993634456095,43838.34277949761,1,4778
357,69.26541938901909,41256.12551323233,1,4640
358,62.98555911429234,38581.180652019335,1,4628
359,20.3905492556579,44211.37119265407,0,3705
360,65.93282325533599,73537.74321944019,1,5822
361,31.44595550564452,63391.598074022666,1,5457
362,73.99527810479744,57086.35798957873,0,4169
363,20.661299817747583,60133.31299381475,0,4158
364,38.65046613740776,43597.035016426686,1,4718
365,24.18344272855475,45247.77629360804,0,3805
366,47.48652525926031,62483.38292121271,1,5304
367,68.84139102392461,49587.773033002944,0,3874
368,36.48761629910997,46505.74529297916,0,3832
369,27.357963633284577,62869.471083138604,0,4377
370,38.47655621320775,36738.09230331471,0,3457
371,68.46056879907943,60926.253677501554,1,5290
372,26.703805383559505,53833.55230048517,0,4009
373,32.096471842805116,43091.35789204506,0,3780
374,22.268821798589183,49278.562901080775,0,3875
375,61.754022727355675,54729.47879674717,1,5214
376,42.50446109925288,45354.813831979205,1,4767
377,37.2720785828856,58151.68711086471,0,4309
378,62.55483620115142,42549.901728446435,0,3757
379,38.83060762509582,53585.43478810049,0,4102
380,63.12181893929392,36774.99246215478,0,3594
381,68.54236250948745,44637.53215307765,0,3762
382,31.495096294379785,50556.73942382196,0,4024
383,78.37675920445096,44893.51927708468,1,4715
384,28.06619277058534,35797.824141497666,0,3456
385,36.032136212718044,61659.399757309584,0,4382
386,29.14730803167958,57442.87837254436,0,4096
387,39.42135069409274,43546.77100684184,1,4773
388,47.76377504488685,54733.51556951409,0,4123
389,50.374903878131384,39655.49610132139,0,3609
390,70.92357462236887,67793.97432811845,1,5411
391,73.14577034658373,42529.674411905384,0,3682
392,31.646439368416196,67667.42305253865,0,4461
393,56.619429995516654,60275.62674995452,0,4261
394,24.912755552520366,50522.04301848176,0,3954
395,46.45613133128823,30260.3295017897,0,3281
396,37.984679358890325,38885.955805260965,0,3646
397,37.6230462181236,46753.90200357456,0,3888
398,47.920222986150264,46493.964003101755,1,4859
399,63.249313402814586,46289.231065085405,0,3835
400,22.28932484512815,30982.413867353676,0,3239
401,72.50874693661908,70592.15372355572,1,5568
402,63.55845402709479,51685.639448150905,1,5097
403,28.94296211112173,50427.76874529556,0,3968
404,76.22797636341696,36455.02195958726,0,3476
405,49.39135788945009,55274.38551272845,0,3993
406,79.98813184325185,41833.76469199221,1,4629
407,30.230087406645733,43668.377111636386,1,4752
408,51.16430829975848,49822.25127230796,0,3997
409,35.995378638715565,65376.009911935544,0,4494
410,36.858760558133284,65840.34915699648,1,5594
411,54.646053611707394,34926.663572178615,0,3394
412,75.14658214599166,50665.762821703254,0,3961
413,67.92635904590885,53779.613548842135,1,5005
414,62.88436670708221,59021.579819436134,1,5261
415,52.66877449030554,50178.75323230661,0,3973
416,75.18250722738176,48939.385972276046,0,3943
417,48.52640721483482,59497.75295961129,1,5363
418,72.17759505675252,61455.736132510356,0,4291
419,69.70686192035117,61762.21568001028,1,5309
420,31.257791501698367,41621.35889851401,0,3656
421,65.81597870388643,44935.0683718023,1,4816
422,18.754611730482043,44994.652108639726,0,3752
423,38.015431327981425,50742.226409966745,1,4978
424,32.23318157090088,55423.977953251124,0,4215
425,49.42550342621343,56719.83930230115,1,5178
426,63.684896024208705,53955.27987848249,1,5150
427,24.055934781758896,51929.18746916755,0,4010
428,49.925176520079646,49583.176169658786,0,4008
429,76.18154534505192,55823.06563933331,1,5051
430,32.17608616094262,54075.00823908204,0,4086
431,59.982750934908296,59344.40355739578,1,5284
432,54.75857678843177,66156.86119673355,1,5504
433,18.623949130677786,45969.3302691411,0,3739
434,47.50122414314781,44585.200985806514,1,4684
435,61.94376423834502,53706.81416428053,1,5035
436,20.726476785493617,45856.63118015074,1,4845
437,72.53033194747127,62245.02932550866,1,5376
438,50.24504783141173,32387.659155759644,0,3352
439,19.90098499619451,50220.84236259313,0,3908
440,31.91364393909209,50963.661697281175,0,3979
441,77.1278931784934,40656.53984136918,0,3615
442,54.10382344922743,29694.73228499452,1,4255
443,24.663299201665883,43638.393195682846,0,3770
444,35.827759141394814,45804.88430530235,0,3889
445,46.31562480335002,57116.05139910751,0,4162
446,19.29890429459929,56106.400170781875,0,4105
447,43.52016184405305,47355.72710677778,0,3858
448,48.346435396951286,54211.94028401075,0,4066
449,33.108028267436396,38892.5271409522,0,3711
450,54.495618018103166,43499.22841200915,0,3773
451,64.70088741471497,48443.410041673196,1,4893
452,32.621721894549395,68477.29903392488,0,4598
453,56.470993817359236,35424.060036869334,0,3430
454,57.65657906375198,54544.500885439265,1,5119
455,76.80949866998814,55361.46923092616,0,4001
456,66.25312237237952,31675.426725302033,0,3367
457,70.59740672698038,50428.99985959167,1,4987
458,48.406034323049056,55673.006601139234,1,5172
459,29.491612392721734,46187.71001268747,0,3728
460,79.74054816349738,51586.0582590734,0,3846
461,26.020057184399377,42567.923371702855,0,3771
462,47.230353799964455,26996.412484498393,0,3153
463,22.22177215301061,19821.216792600728,0,2829
464,76.5187531557508,45807.47130662997,0,3859
465,77.82534633260326,53673.49871425089,1,5036
466,62.60212184424636,46220.467619804665,1,4921
467,39.69955630507047,53696.709845144316,0,4087
468,33.77170886929271,57667.483467403785,1,5233
469,34.44880612129694,61323.4691320054,0,4357
470,25.892229576044635,51713.69067710462,0,4014
471,50.60015509075682,69920.30950953117,1,5624
472,26.792671093491606,60371.128567504085,0,4309
473,37.63730132631429,57972.60189129031,0,4124
474,56.855801509464506,34651.798649931254,0,3350
475,63.10770379462649,47759.62032739516,0,3920
476,19.504907686567794,42788.35246430668,0,3664
477,44.66719103135787,62391.20025573628,1,5307
478,58.43172488021262,44748.8014866273,0,3746
479,70.90125052182779,53672.32104414677,0,3926
480,47.47013649714911,47126.13634711246,1,4879
481,78.09076404649649,51083.05473130586,0,3957
482,34.46921794756973,46394.751911482206,0,3795
483,18.83753981085657,50712.78980364353,0,3911
484,47.992677611507645,59799.60404732099,0,4350
485,33.879055291241116,56624.24138161428,0,4159
486,69.07049566543651,32182.140421271495,0,3359
487,32.43190567522895,39151.55141726529,0,3542
488,37.25901153406099,55504.26472526789,0,4239
489,67.05610072318495,45833.32456586715,0,3908
490,62.33888162557232,66126.6026454738,1,5408
491,52.599176672750275,47950.7563705615,0,3961
492,61.70677983921109,39788.90543279632,0,3595
493,43.955485541341645,53455.15208921026,1,5130
494,18.329222952109404,44682.62449659857,0,3797
495,18.704017967755938,42622.93527748544,0,3715
496,49.69575082956857,45811.32655899573,0,3806
497,23.164040742577953,58521.25806827995,0,4104
498,21.16667977049392,52819.54619212135,0,4065
499,77.86203162652335,58450.640552881596,1,5171
500,71.25816365879963,39719.94486272864,0,3546
501,27.42568808699331,59755.20464182642,0,4264
502,18.04118155259268,49370.306659005495,0,3754
503,76.3834033141649,43829.727116310634,0,3747
504,35.25616849584709,36085.74977695904,0,3485
505,29.525651377040845,61874.106671113055,0,4182
506,60.87350268555519,51367.41351634444,0,4006
507,24.752031808162226,54460.19635996752,1,5110
508,34.408275076173624,37388.53312512666,0,3455
509,78.45587017314688,50386.25499797906,0,3947
510,57.64669201738863,40357.63145475445,0,3632
511,50.28202307191832,54145.136067234664,0,4126
512,42.67095411976614,48247.7810081262,0,3859
513,66.01905920282053,24245.823564499242,0,3020
514,26.73936354446901,33459.750171393534,0,3335
515,77.97494372629289,49650.7241681739,0,3920
516,71.38962650007878,50448.95903131614,1,4905
517,56.29473291929308,45981.01773704134,0,3919
518,20.660183804958606,42819.904212063906,0,3567
519,61.453050265759735,49205.728501260375,0,3930
520,74.6236291348998,39806.30969746325,0,3592
521,50.523778183674814,50466.08867902004,0,3937
522,39.96193895329029,60369.00765811091,0,4296
523,25.457195388727115,45844.06680147795,0,3754
524,64.80386845652923,43775.05193984217,0,3789
525,72.87135477513198,52363.77054530292,1,5034
526,24.215608132702613,70348.36619019779,0,4646
527,65.05704239464521,36844.92936582348,0,3412
528,19.057750148064045,64027.55900389141,1,5401
529,77.95740492078761,57323.298040053356,1,5175
530,56.13359727937596,62334.94873834057,0,4446
531,52.25122165748125,63659.12026894273,0,4313
532,36.34888968251352,49191.58909942434,1,4845
533,75.61608363732657,55328.99242247127,0,4130
534,34.48614889488104,49118.31186402834,0,3951
535,69.34509001943508,31690.815096588,0,3397
536,79.07673811890218,44565.44883886974,0,3622
537,66.57059202191796,56239.24276721779,1,5067
538,50.17737506395877,58248.23138015855,0,4257
539,22.09660435880366,44634.47909204335,0,3787
540,47.289654928606524,37584.46016636082,0,3499
541,45.17186871224562,57438.27395079239,0,4193
542,30.573354553593703,61258.16750876345,1,5331
543,44.26243347628687,51619.97524776203,0,4044
544,40.180988812981,52171.468379479986,0,4074
545,28.148424191402206,49054.794154962496,0,3890
546,45.36519688661414,42294.63759563007,0,3686
547,34.29359729211832,47347.45756213811,0,3992
548,50.36787008230039,53964.420665732025,0,4134
549,20.17992370240404,39755.169803517536,0,3517
550,74.18634802681161,64870.41072452386,1,5327
551,68.61458694223109,48404.82315989219,0,3882
552,52.26004261565128,24779.515868985,0,2970
553,70.81213213094907,58388.49246400456,1,5245
554,77.66849457626964,37682.76489596951,1,4543
555,24.852382231264954,40437.5942634628,0,3673
556,57.11157212140783,43418.67671655426,0,3743
557,79.87562805801083,47945.990158126704,0,3779
558,79.24912849867862,50864.70701825377,1,4834
559,55.40602552202616,34532.34861943724,0,3473
560,25.937293967950634,49832.89989446507,0,3934
561,54.15795552141275,50975.20816765165,1,4978
562,18.128007405614145,33774.95254780145,0,3309
563,30.332502749345295,43468.13450027804,0,3629
564,77.27963589271752,61103.7899694677,0,4265
565,38.487315501376315,51780.98120097839,0,4053
566,57.58018655817081,64125.520331552776,0,4409
567,35.41328866719905,56659.14738177969,1,5220
568,76.76495700091854,57821.814815597485,1,5184
569,63.17064125686818,29382.60781827394,0,3313
570,38.43837177004758,58627.90232250298,0,4108
571,67.08920811318299,46121.415558559565,1,4746
572,24.706262517532934,48347.238490010575,0,3860
573,42.32377428405849,50142.10155537363,0,4051
574,31.715523919358724,50475.62389805064,0,4010
575,60.391039731114866,58808.79938817413,1,5246
576,24.351669469859683,50930.731745453624,0,4010
577,42.615601601525796,69853.5785948926,0,4538
578,35.152283272969754,52075.347670439216,1,5167
579,49.39326099807586,50492.35285037037,1,4930
580,39.69365619124049,68051.39653562086,1,5644
581,61.79745581535468,44692.802232817055,1,4776
582,19.523775507031896,38163.005075685425,0,3473
583,57.307189120966264,73241.0533973849,1,5530
584,32.29541996101684,46306.080134227435,0,3885
585,34.65995978292466,49643.84557158833,0,4010
586,67.61584742217846,67207.88689803924,1,5694
587,77.2452404267861,49780.85228501196,1,4814
588,37.62611302167937,39170.82023606593,0,3609
589,69.2619267628827,34232.99268994083,0,3424
590,24.44743195421645,48590.77606766298,0,3883
591,57.30686248645776,63477.86639436134,1,5449
592,64.56400257116496,48465.06899879624,1,4935
593,27.670631538136305,38271.41812761059,0,3411
594,44.41214803551276,42855.19971550379,1,4724
595,73.34784418343685,47758.7470130844,1,4894
596,24.421864733799076,53540.037984044364,0,4025
597,19.12197420849146,48846.86473611809,0,3879
598,54.61629350097189,40734.647594165566,0,3732
599,45.00295551291788,51685.25202120496,0,4084
600,67.51873343080197,43522.662135324725,1,4696
601,75.25424336865461,44361.62804606041,0,3812
602,36.5475259617166,51049.87991799622,0,4044
603,42.081055264484526,49158.27903633537,0,4091
604,48.14886935241752,44938.85055316474,0,3745
605,54.46539054698856,37623.277499552525,1,4496
606,78.99893744026024,37697.88530922596,1,4609
607,61.23447555146319,47581.570468569495,1,4921
